key_resp.corr,key_resp.rt,,,,,1,0.5558152,,1,0.0280812,,,,0.5558152,0.0280812
1,0.4555933,,,,,,,,,,,,,,
1,0.5374744,,,,,,,,,,,,,,
1,0.5842365,,,,,,,,,,,,,,
1,0.5770918,,,,,,,,,,,,,,
1,0.5459717,,,,,,,,,,,,,,
1,0.4636056,,,,,,,,,,,,,,
0,0.7424452,,,,,,,,,,,,,,
1,0.5729111,,,,,,,,,,,,,,
1,0.613675,,,,,,,,,,,,,,
1,1.4020558,,,,,,,,,,,,,,
1,0.8875922,,,,,,,,,,,,,,
1,0.8799263,,,,,,,,,,,,,,
1,0.6873265,,,,,,,,,,,,,,
1,0.5603074,,,,,,,,,,,,,,
1,0.5110902,,,,,,,,,,,,,,
1,0.7187874,,,,,,,,,,,,,,
1,0.6069062,,,,,,,,,,,,,,
1,0.7101642,,,,,,,,,,,,,,
1,2.8720149,,,,,,,,,,,,,,
1,0.584925,,,,,,,,,,,,,,
1,0.5367126,,,,,,,,,,,,,,
1,0.5672587,,,,,,,,,,,,,,
1,2.0804131,,,,,,,,,,,,,,
1,0.4177297,,,,,,,,,,,,,,
1,0.7602168,,,,,,,,,,,,,,
1,0.7872782,,,,,,,,,,,,,,
1,4.1107199,,,,,,,,,,,,,,
1,0.6740464,,,,,,,,,,,,,,
1,0.6616237,,,,,,,,,,,,,,
1,0.9551379,,,,,,,,,,,,,,
1,0.6767453,,,,,,,,,,,,,,
1,0.5964604,,,,,,,,,,,,,,
1,0.3758172,,,,,,,,,,,,,,
1,0.382745,,,,,,,,,,,,,,
1,0.7121376,,,,,,,,,,,,,,
1,0.3714537,,,,,,,,,,,,,,
1,0.9091839,,,,,,,,,,,,,,
1,0.7161353,,,,,,,,,,,,,,
1,0.7341608,,,,,,,,,,,,,,
1,0.4889425,,,,,,,,,,,,,,
1,0.5402485,,,,,,,,,,,,,,
1,1.2373842,,,,,,,,,,,,,,
1,0.5720512,,,,,,,,,,,,,,
1,0.4976214,,,,,,,,,,,,,,
1,0.6145652,,,,,,,,,,,,,,
1,0.8380417,,,,,,,,,,,,,,
1,0.5239239,,,,,,,,,,,,,,
1,1.131941,,,,,,,,,,,,,,
1,0.6376663,,,,,,,,,,,,,,
1,1.1996788,,,,,,,,,,,,,,
